title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Public Library Law of the People's Republic of China (2018 Revision),04.11.2017,national,People's Republic of China,FALSE,general,"['Erasure', 'Explanation']",['Security & Management'],"['Public Administration, Social Security & Social Organizations']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects reader's personal information and privacy.,FALSE,1_laws/中华人民共和国公共图书馆法(2018修正)(FBM-CLI.1.324964).txt,1_laws
Civil Procedure Law of the People's Republic of China (2023 Revision),01.09.2023,national,People's Republic of China,TRUE,general,[],[],[],[],[],,FALSE,1_laws/中华人民共和国民事诉讼法(2023修正)(FBM-CLI.1.5175519).txt,1_laws
Customs Law of the People's Republic of China,26.04.2024,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects taxpayer privacy and information.,FALSE,1_laws/中华人民共和国关税法(FBM-CLI.1.5192274).txt,1_laws
Banking Supervision Law of the People's Republic of China (Revised in 2006),31.10.2006,national,People's Republic of China,FALSE,general,[],[],['Financial Intermediation'],[],[],,FALSE,1_laws/中华人民共和国银行业监督管理法(2006修正)(FBM-CLI.1.80997).txt,1_laws
Report on the Review Results of Proposals Submitted by Representatives to the Fourth Session of the Eleventh National People's Congress,31.12.2011,national,People's Republic of China,FALSE,general,[],[],[],[],[],,FALSE,1_laws/全国人民代表大会法律委员会关于第十一届全国...(FBM-CLI.1.165173).txt,1_laws
Civil Procedure Law of the People's Republic of China (2007 Revision),28.10.2007,national,People's Republic of China,TRUE,general,[],[],[],[],[],,FALSE,1_laws/中华人民共和国民事诉讼法(2007修正)(FBM-CLI.1.98761).txt,1_laws
Law of Administrative Sanctions for Public Officials of the People's Republic of China,20.06.2020,national,People's Republic of China,FALSE,general,[],[],[],[],[],,FALSE,1_laws/中华人民共和国公职人员政务处分法(FBM-CLI.1.343345).txt,1_laws
Public Security Administration Punishment Law of the People's Republic of China,28.08.2005,national,People's Republic of China,FALSE,general,[],[],[],[],[],,FALSE,1_laws/中华人民共和国治安管理处罚法(FBM-CLI.1.59774).txt,1_laws
Anti-Espionage Law of the People's Republic of China (2023 Revision),26.04.2023,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],"['Information Collection', 'Information Processing']",Strengthens national security and personal data protection.,FALSE,1_laws/中华人民共和国反间谍法(2023修订)(FBM-CLI.1.5165562).txt,1_laws
Law of the People's Republic of China on Legal Aid,20.08.2021,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates legal aid services for citizens.,FALSE,1_laws/中华人民共和国法律援助法(FBM-CLI.1.5055324).txt,1_laws
Law of the People's Republic of China on Promoting Family Education,23.10.2021,national,People's Republic of China,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Education', 'Health & Social Work']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes family education and protects minors' rights.,FALSE,1_laws/中华人民共和国家庭教育促进法(FBM-CLI.1.5077898).txt,1_laws
Law of the People's Republic of China on the Protection of Minors (2020 Revision),17.10.2020,national,People's Republic of China,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' rights and personal information.,FALSE,1_laws/中华人民共和国未成年人保护法(2020修订)(FBM-CLI.1.346976).txt,1_laws
"Exchange of views by the Legislative Affairs Commission of the Standing Committee of the National People's Congress on how to interpret article 40 of the Constitution, article 65 of the Civil Procedure Law and article 66 of the Telecommunications Regulations",09.04.2004,national,People's Republic of China,FALSE,sensitive,[],[],[],[],"['Information Collection', 'Information Processing']",Protection of communication privacy rights.,FALSE,1_laws/全国人民代表大会常务委员会法制工作委员会关...(FBM-CLI.1.263243).txt,1_laws
Anti-Money Laundering Law of the People's Republic of China,31.10.2006,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']",['Financial Intermediation'],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates anti-money laundering measures.,FALSE,1_laws/中华人民共和国反洗钱法(FBM-CLI.1.80994).txt,1_laws
Administrative Penalty Law of the People's Republic of China (2021 Revision),15.07.2021,national,People's Republic of China,TRUE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates administrative penalties and protects rights.,FALSE,1_laws/中华人民共和国行政处罚法(2021修订)(FBM-CLI.1.351831).txt,1_laws
Charity Law of the People's Republic of China,16.03.2016,national,People's Republic of China,FALSE,general,[],[],[],[],[],Regulates charity activities and protects participants' rights.,FALSE,1_laws/中华人民共和国慈善法(FBM-CLI.1.266755).txt,1_laws
Law of the People's Republic of China on Preschool Education,08.11.2024,national,People's Republic of China,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Next of Kin']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Education'],['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects children's rights in preschool education.,FALSE,1_laws/中华人民共和国学前教育法(FBM-CLI.1.5234295).txt,1_laws
Report on the Review Results of the Proposals Submitted by Representatives to the Chairmanship of the Third Session of the Twelfth National People's Congress,27.11.2015,national,People's Republic of China,FALSE,general,[],[],[],[],[],,FALSE,1_laws/全国人民代表大会法律委员会关于第十二届全国...(FBM-CLI.1.261803).txt,1_laws
Public Security Administration Punishment Law of the People's Republic of China (2012 Revision),28.08.2005,national,People's Republic of China,FALSE,general,[],[],[],[],[],,FALSE,1_laws/中华人民共和国治安管理处罚法(2012修正)(FBM-CLI.1.188539).txt,1_laws
Decision on Amending the Civil Procedure Law of the People's Republic of China,31.08.2012,national,People's Republic of China,TRUE,general,[],[],[],[],[],,FALSE,1_laws/全国人民代表大会常务委员会关于修改《中华人...(FBM-CLI.1.183384).txt,1_laws
Report of the Committee on Internal and Judicial Affairs of the National People's Congress on the Results of its Consideration of the Motions Put Forward by the Bureau of the Fifth Session of the Eleventh National People's Congress.,26.10.2012,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']",[],"['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']",Legislative proposals for data protection.,FALSE,1_laws/全国人民代表大会内务司法委员会关于第十一届...(FBM-CLI.1.187200).txt,1_laws
Decision on Amending the Insurance Law of the People's Republic of China,28.10.2002,national,People's Republic of China,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits']",['Financial Intermediation'],[],"['Information Collection', 'Information Processing']",Amends insurance law to enhance privacy protection.,FALSE,1_laws/全国人民代表大会常务委员会关于修改《中华人...(FBM-CLI.1.42880).txt,1_laws
Community Correction Law of the People's Republic of China,28.12.2019,national,People's Republic of China,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates community correction and protects rights.,FALSE,1_laws/中华人民共和国社区矫正法(FBM-CLI.1.338308).txt,1_laws
Decision on Amending the Women's Rights Protection Law of the People's Republic of China,28.08.2005,national,People's Republic of China,FALSE,general,[],[],[],[],[],,FALSE,1_laws/全国人民代表大会常务委员会关于修改《中华人...(FBM-CLI.1.59777).txt,1_laws
Law of the People's Republic of China on Reserve Personnel,30.12.2022,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],[],Regulates reserve personnel management and rights.,FALSE,1_laws/中华人民共和国预备役人员法(FBM-CLI.1.5146842).txt,1_laws
Report on the Review Results of the Proposals Submitted by Representatives to the Fifth Session of the Eleventh National People's Congress,28.12.2012,national,People's Republic of China,FALSE,general,[],[],[],[],[],Legislation on personal information protection proposed.,FALSE,1_laws/全国人民代表大会法律委员会关于第十一届全国...(FBM-CLI.1.199433).txt,1_laws
Civil Procedure Law of the People's Republic of China (Trial Implementation),08.03.1982,national,People's Republic of China,TRUE,general,[],[],[],[],[],,FALSE,1_laws/中华人民共和国民事诉讼法(试行)(FBM-CLI.1.1216).txt,1_laws
