title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Film Industry Promotion Law of the People's Republic of China,2016-11-07,national,China,True,general,[],[],"['Culture, Sports & Entertainment']",[],[],,False,privacy/1_laws/中华人民共和国电影产业促进法(FBM-CLI.1.283839).txt,privacy
"Report on the Review Results of Proposals Submitted by Deputies at the Third Session of the 13th National People's Congress Presidium by the Education, Science, Culture, and Health Committee of the National People's Congress",2021-01-22,national,China,True,general,[],[],"['Education', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']",[],[],Legislative review report without direct privacy provisions,False,privacy/1_laws/全国人民代表大会教育科学文化卫生委员会关于...(FBM-CLI.1.5054653).txt,privacy
Law of the People's Republic of China on Physicians,2021-08-20,national,China,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']",['Health & Social Work'],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects patient privacy and regulates physician data handling,False,privacy/1_laws/中华人民共和国医师法(FBM-CLI.1.5055323).txt,privacy
Law of the People's Republic of China on the Protection of Minors (2006 Revision),2006-12-29,national,China,False,sensitive,[],[],[],['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' rights including privacy and data protection,False,privacy/1_laws/中华人民共和国未成年人保护法(2006修订)(FBM-CLI.1.82812).txt,privacy
Criminal Procedure Law of the People's Republic of China (1996 Amendment),1996-03-17,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国刑事诉讼法(1996修正)(FBM-CLI.1.13912).txt,privacy
Legislative Technical Specifications (Trial) (I),2009-08-00,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/全国人民代表大会常务委员会法制工作委员会关...(FBM-CLI.1.219900).txt,privacy
Lawyer Law of the People's Republic of China (2012 Amendment),1996-05-15,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国律师法(2012修正)(FBM-CLI.1.188538).txt,privacy
Frontier Health and Quarantine Law of the People's Republic of China (2024 Revision),2024-06-28,national,China,True,general,[],[],"['Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Transportation, Storage & Postal Services']",[],[],Regulates border health quarantine to protect public health,False,privacy/1_laws/中华人民共和国国境卫生检疫法(2024修订)(FBM-CLI.1.5195912).txt,privacy
Rural Land Contracting Dispute Mediation and Arbitration Law of the People's Republic of China,2009-06-27,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国农村土地承包经营纠纷调解仲裁...(FBM-CLI.1.118405).txt,privacy
Administrative Reconsideration Law of the People's Republic of China (2017 Amendment),1999-04-29,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国行政复议法(2017修正)(FBM-CLI.1.301396).txt,privacy
China Coast Guard Law,2021-01-22,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国海警法(FBM-CLI.1.351832).txt,privacy
Law of the People's Republic of China on the Application of Laws to Foreign-Related Civil Relations,2010-10-28,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国涉外民事关系法律适用法(FBM-CLI.1.139684).txt,privacy
Company Law of the People's Republic of China (2023 Revision),2023-12-29,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国公司法(2023修订)(FBM-CLI.1.5185735).txt,privacy
Mineral Resources Law of the People's Republic of China (2024 Revision),2024-11-08,national,China,True,general,[],[],['Mining'],[],[],,False,privacy/1_laws/中华人民共和国矿产资源法(2024修订)(FBM-CLI.1.5234294).txt,privacy
Law of the People's Republic of China on the Protection of Women's Rights and Interests (2018 Amendment),1992-04-03,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国妇女权益保障法(2018修正)(FBM-CLI.1.324963).txt,privacy
Administrative Reconsideration Law of the People's Republic of China,1999-04-29,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国行政复议法(FBM-CLI.1.22100).txt,privacy
General Principles of Civil Law of the People's Republic of China,2017-03-15,national,People's Republic of China,False,general,[],[],[],[],[],Protects personal information and civil rights legally,False,privacy/1_laws/中华人民共和国民法总则(FBM-CLI.1.291593).txt,privacy
Lawyer Law of the People's Republic of China,1996-05-15,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国律师法(FBM-CLI.1.14401).txt,privacy
Work Norms for Introducing Third-Party Evaluation in Controversial Major Legislative Matters,2017-12-18,national,National,True,general,[],[],[],[],[],Guidelines for third-party evaluation in legislation,False,privacy/1_laws/全国人民代表大会常务委员会办公厅印发《关于...(FBM-CLI.1.308312).txt,privacy
Law of the People's Republic of China on Practicing Physicians (2009 Amendment),1998-06-26,national,China,True,general,[],[],['Health & Social Work'],[],[],"Regulates physician practice, limited privacy protection",False,privacy/1_laws/中华人民共和国执业医师法(2009修正)(FBM-CLI.1.167110).txt,privacy
Report of the Legislative Affairs Commission of the National People's Congress on the Review Results of Proposals Submitted by Deputies at the First Session of the 11th National People's Congress,2008-12-27,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/全国人民代表大会法律委员会关于第十一届全国...(FBM-CLI.1.115350).txt,privacy
Decision of the National People's Congress on Amending the Criminal Procedure Law of the People's Republic of China (1996),1996-03-17,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/全国人民代表大会关于修改《中华人民共和国刑...(FBM-CLI.1.13911).txt,privacy
Report of the Financial and Economic Committee of the National People's Congress on the Review Results of Proposals Submitted by Deputies at the Second Session of the 11th National People's Congress,2009-10-31,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/全国人民代表大会财政经济委员会关于第十一届...(FBM-CLI.1.128817).txt,privacy
Anti-Domestic Violence Law of the People's Republic of China,2015-12-27,national,China,True,general,[],[],"['Health & Social Work', 'Public Administration, Social Security & Social Organizations']",[],[],Protects privacy in domestic violence cases,False,privacy/1_laws/中华人民共和国反家庭暴力法(FBM-CLI.1.261780).txt,privacy
E-Commerce Law of the People's Republic of China,2018-08-31,national,China,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Wholesale & Retail Trade', 'Information Transmission, Software & IT Services', 'Financial Intermediation', 'Transportation, Storage & Postal Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates e-commerce with personal data protection provisions,False,privacy/1_laws/中华人民共和国电子商务法(FBM-CLI.1.321035).txt,privacy
Organic Law of the People's Courts of the People's Republic of China,1986-12-02,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国人民法院组织法(1986修改)(FBM-CLI.1.54228).txt,privacy
Report on the Filing Review Work of the Legislative Affairs Commission of the Standing Committee of the National People's Congress in 2021,2021-12-21,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/全国人民代表大会常务委员会法制工作委员会关...(FBM-CLI.1.5112714).txt,privacy
Supervisory Officer Law of the People's Republic of China,2021-08-20,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国监察官法(FBM-CLI.1.5055317).txt,privacy
Basic Medical and Health Promotion Law of the People's Republic of China,2019-12-28,national,China,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']",['Health & Social Work'],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects personal health information and ensures data security,False,privacy/1_laws/中华人民共和国基本医疗卫生与健康促进法(FBM-CLI.1.338306).txt,privacy
Administrative Procedure Law of the People's Republic of China (2014 Amendment),2014-11-01,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国行政诉讼法(2014修正)(FBM-CLI.1.239820).txt,privacy
Supervision Law of the People's Republic of China,2018-03-20,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国监察法(FBM-CLI.1.311767).txt,privacy
Anti-Organized Crime Law of the People's Republic of China,2021-12-24,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国反有组织犯罪法(FBM-CLI.1.5112799).txt,privacy
Procurator Law of the People's Republic of China (2019 Revision),2019-04-23,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国检察官法(2019修订)(FBM-CLI.1.331471).txt,privacy
Audit Law of the People's Republic of China (2021 Amendment),2021-10-23,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国审计法(2021修正)(FBM-CLI.1.5112232).txt,privacy
Administrative Procedure Law of the People's Republic of China,1989-04-04,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国行政诉讼法(FBM-CLI.1.4274).txt,privacy
Accounting Law of the People's Republic of China (2024 Amendment),2024-06-28,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国会计法(2024修正)(FBM-CLI.1.5227135).txt,privacy
Law on the Protection of Women's Rights and Interests of the People's Republic of China (2005 Amendment),1992-04-03,national,China,True,general,[],[],[],[],[],,False,privacy/1_laws/中华人民共和国妇女权益保障法(2005修正)(FBM-CLI.1.59781).txt,privacy
Decision of the Standing Committee of the National People's Congress on Amending the Audit Law of the People's Republic of China (2021),2021-10-23,national,China,False,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],"['Information Processing', 'Information Dissemination']",Enhances audit confidentiality and data protection obligations,False,privacy/1_laws/全国人民代表大会常务委员会关于修改《中华人...(FBM-CLI.1.5077899).txt,privacy
