title,date_enacted,legal_status,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,folder
Customs Law of the People's Republic of China,26.04.2024,1_laws,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects taxpayer privacy and information.,FALSE,1_laws/中华人民共和国关税法(FBM-CLI.1.5192274).txt,privacy
Banking Supervision Law of the People's Republic of China (Revised in 2006),31.10.2006,1_laws,national,People's Republic of China,FALSE,general,[],[],['Financial Intermediation'],[],[],NA,FALSE,1_laws/中华人民共和国银行业监督管理法(2006修正)(FBM-CLI.1.80997).txt,privacy
Report on the Review Results of Proposals Submitted by Representatives to the Fourth Session of the Eleventh National People's Congress,31.12.2011,1_laws,national,People's Republic of China,FALSE,general,[],[],[],[],[],NA,FALSE,1_laws/全国人民代表大会法律委员会关于第十一届全国...(FBM-CLI.1.165173).txt,privacy
Civil Procedure Law of the People's Republic of China (2007 Revision),28.10.2007,1_laws,national,People's Republic of China,TRUE,general,[],[],[],[],[],NA,FALSE,1_laws/中华人民共和国民事诉讼法(2007修正)(FBM-CLI.1.98761).txt,privacy
Law of Administrative Sanctions for Public Officials of the People's Republic of China,20.06.2020,1_laws,national,People's Republic of China,FALSE,general,[],[],[],[],[],NA,FALSE,1_laws/中华人民共和国公职人员政务处分法(FBM-CLI.1.343345).txt,privacy
Public Security Administration Punishment Law of the People's Republic of China,28.08.2005,1_laws,national,People's Republic of China,FALSE,general,[],[],[],[],[],NA,FALSE,1_laws/中华人民共和国治安管理处罚法(FBM-CLI.1.59774).txt,privacy
Anti-Espionage Law of the People's Republic of China (2023 Revision),26.04.2023,1_laws,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],"['Information Collection', 'Information Processing']",Strengthens national security and personal data protection.,FALSE,1_laws/中华人民共和国反间谍法(2023修订)(FBM-CLI.1.5165562).txt,privacy
Law of the People's Republic of China on Legal Aid,20.08.2021,1_laws,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],Regulates legal aid services for citizens.,FALSE,1_laws/中华人民共和国法律援助法(FBM-CLI.1.5055324).txt,privacy
Law of the People's Republic of China on Promoting Family Education,23.10.2021,1_laws,national,People's Republic of China,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Education', 'Health & Social Work']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes family education and protects minors' rights.,FALSE,1_laws/中华人民共和国家庭教育促进法(FBM-CLI.1.5077898).txt,privacy
Law of the People's Republic of China on the Protection of Minors (2020 Revision),17.10.2020,1_laws,national,People's Republic of China,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' rights and personal information.,FALSE,1_laws/中华人民共和国未成年人保护法(2020修订)(FBM-CLI.1.346976).txt,privacy
"Exchange of views by the Legislative Affairs Commission of the Standing Committee of the National People's Congress on how to interpret article 40 of the Constitution, article 65 of the Civil Procedure Law and article 66 of the Telecommunications Regulations",09.04.2004,1_laws,national,People's Republic of China,FALSE,sensitive,[],[],[],[],"['Information Collection', 'Information Processing']",Protection of communication privacy rights.,FALSE,1_laws/全国人民代表大会常务委员会法制工作委员会关...(FBM-CLI.1.263243).txt,privacy
Anti-Money Laundering Law of the People's Republic of China,31.10.2006,1_laws,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']",['Financial Intermediation'],[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates anti-money laundering measures.,FALSE,1_laws/中华人民共和国反洗钱法(FBM-CLI.1.80994).txt,privacy
Administrative Penalty Law of the People's Republic of China (2021 Revision),15.07.2021,1_laws,national,People's Republic of China,TRUE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates administrative penalties and protects rights.,FALSE,1_laws/中华人民共和国行政处罚法(2021修订)(FBM-CLI.1.351831).txt,privacy
Charity Law of the People's Republic of China,16.03.2016,1_laws,national,People's Republic of China,FALSE,general,[],[],[],[],[],Regulates charity activities and protects participants' rights.,FALSE,1_laws/中华人民共和国慈善法(FBM-CLI.1.266755).txt,privacy
Law of the People's Republic of China on Preschool Education,08.11.2024,1_laws,national,People's Republic of China,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Next of Kin']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Education'],['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Protects children's rights in preschool education.,FALSE,1_laws/中华人民共和国学前教育法(FBM-CLI.1.5234295).txt,privacy
Report on the Review Results of the Proposals Submitted by Representatives to the Chairmanship of the Third Session of the Twelfth National People's Congress,27.11.2015,1_laws,national,People's Republic of China,FALSE,general,[],[],[],[],[],NA,FALSE,1_laws/全国人民代表大会法律委员会关于第十二届全国...(FBM-CLI.1.261803).txt,privacy
Public Security Administration Punishment Law of the People's Republic of China (2012 Revision),28.08.2005,1_laws,national,People's Republic of China,FALSE,general,[],[],[],[],[],NA,FALSE,1_laws/中华人民共和国治安管理处罚法(2012修正)(FBM-CLI.1.188539).txt,privacy
Decision on Amending the Civil Procedure Law of the People's Republic of China,31.08.2012,1_laws,national,People's Republic of China,TRUE,general,[],[],[],[],[],NA,FALSE,1_laws/全国人民代表大会常务委员会关于修改《中华人...(FBM-CLI.1.183384).txt,privacy
Report of the Committee on Internal and Judicial Affairs of the National People's Congress on the Results of its Consideration of the Motions Put Forward by the Bureau of the Fifth Session of the Eleventh National People's Congress.,26.10.2012,1_laws,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']",[],"['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']",Legislative proposals for data protection.,FALSE,1_laws/全国人民代表大会内务司法委员会关于第十一届...(FBM-CLI.1.187200).txt,privacy
Decision on Amending the Insurance Law of the People's Republic of China,28.10.2002,1_laws,national,People's Republic of China,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits']",['Financial Intermediation'],[],"['Information Collection', 'Information Processing']",Amends insurance law to enhance privacy protection.,FALSE,1_laws/全国人民代表大会常务委员会关于修改《中华人...(FBM-CLI.1.42880).txt,privacy
Community Correction Law of the People's Republic of China,28.12.2019,1_laws,national,People's Republic of China,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates community correction and protects rights.,FALSE,1_laws/中华人民共和国社区矫正法(FBM-CLI.1.338308).txt,privacy
Decision on Amending the Women's Rights Protection Law of the People's Republic of China,28.08.2005,1_laws,national,People's Republic of China,FALSE,general,[],[],[],[],[],NA,FALSE,1_laws/全国人民代表大会常务委员会关于修改《中华人...(FBM-CLI.1.59777).txt,privacy
Law of the People's Republic of China on Reserve Personnel,30.12.2022,1_laws,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']",[],[],[],Regulates reserve personnel management and rights.,FALSE,1_laws/中华人民共和国预备役人员法(FBM-CLI.1.5146842).txt,privacy
Report on the Review Results of the Proposals Submitted by Representatives to the Fifth Session of the Eleventh National People's Congress,28.12.2012,1_laws,national,People's Republic of China,FALSE,general,[],[],[],[],[],Legislation on personal information protection proposed.,FALSE,1_laws/全国人民代表大会法律委员会关于第十一届全国...(FBM-CLI.1.199433).txt,privacy
Civil Procedure Law of the People's Republic of China (Trial Implementation),08.03.1982,1_laws,national,People's Republic of China,TRUE,general,[],[],[],[],[],NA,FALSE,1_laws/中华人民共和国民事诉讼法(试行)(FBM-CLI.1.1216).txt,privacy
Film Industry Promotion Law of the People's Republic of China,07.11.2016,1_laws,national,People's Republic of China,TRUE,general,[],[],"['Culture, Sports & Entertainment']",[],[],NA,FALSE,1_laws/中华人民共和国电影产业促进法(FBM-CLI.1.283839).txt,privacy
Report on the Review Results of the Proposals Submitted by Representatives to the Chairperson of the Third Session of the 13th National People's Congress,22.01.2021,1_laws,national,People's Republic of China,TRUE,general,[],[],[],[],[],NA,FALSE,1_laws/全国人民代表大会教育科学文化卫生委员会关于...(FBM-CLI.1.5054653).txt,privacy
Physician Law of the People's Republic of China,20.08.2021,1_laws,national,People's Republic of China,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']",['Health & Social Work'],"['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates physician conduct and patient privacy.,FALSE,1_laws/中华人民共和国医师法(FBM-CLI.1.5055323).txt,privacy
